timestamp,range,ICMP_ping,ICMP_loss,ICMP_response_time,P_Inbound_packets_discarded,EX_Inbound_packets_discarded,P_Inbound_packets_with_errors,EX_Inbound_packets_with_errors,P_Bits_received,EX_Bits_received,P_Outbound_packets_discarded,EX_Outbound_packets_discarded,P_Outbound_packets_with_errors,EX_Outbound_packets_with_errors,P_Bits_sent,EX_Bits_sent,P_Speed,IN_Speed,EX_Speed,P_Operational_status,EX_Operational_status,P_Interface_type,IN_Interface_type,EX_Interface_type,Device_uptime,SNMP_Availability,IN_Inbound_packets_discarded,IN_Inbound_packets_with_errors,IN_Bits_received,IN_Outbound_packets_discarded,IN_Outbound_packets_with_errors,IN_Bits_sent,IN_Operational_status,class
1556662680,119,1,0,0.0148,0,0,0,1,152,27904,0,0,0,0,200,960,1000000000,1000000000,1000000000,1,1,6,6,6,19478,1,0,0,72,0,0,36528,1,F
1556662860,119,1,0,0.0922,0,0,0,0,456,3696,0,0,0,0,272,42992,1000000000,1000000000,1000000000,1,1,6,6,6,19642,1,0,11,40816,0,0,4360,1,NE
1556663040,119,1,0,0.015,0,0,0,0,152,67648,0,0,0,0,200,33360,1000000000,1000000000,1000000000,1,1,6,6,6,19804,1,0,4,29328,0,0,67816,1,NE
1556663220,119,1,0,0.0173,0,0,0,2,168,107184,0,0,0,0,208,19896,1000000000,1000000000,1000000000,1,1,6,6,6,19964,1,0,0,16656,0,0,107304,1,NE
1556663400,119,1,0,0.0232,0,0,0,0,152,23256,0,0,0,0,208,13648,1000000000,1000000000,1000000000,1,1,6,6,6,20129,1,0,1,11448,0,0,23456,1,NE
1556663580,119,1,0,0.0138,0,0,0,0,160,80024,0,0,0,0,208,16760,1000000000,1000000000,1000000000,1,1,6,6,6,20294,1,0,4,15384,0,0,80200,1,NE
1556663760,119,1,666.667,25.238,0,0,0,0,160,24096,0,0,0,0,192,37184,1000000000,1000000000,1000000000,1,1,6,6,6,20437,1,0,6,34728,0,0,24352,1,NE
1556729280,61,1,0,0.0099,0,0,0,0,152,47144,0,0,0,0,192,23816,1000000000,1000000000,1000000000,1,1,6,6,6,1438,1,0,1,22064,0,0,47352,1,NE
1556729460,61,1,0,0.0073,0,0,0,0,160,41480,0,0,0,0,208,38896,1000000000,1000000000,1000000000,1,1,6,6,6,1603,1,0,9,35648,0,0,41800,1,NE
1556729640,61,1,0,0.0113,0,0,0,0,152,65256,0,0,0,0,200,43480,1000000000,1000000000,1000000000,1,1,6,6,6,1766,1,0,6,39808,0,0,65344,1,NE
1556729820,61,1,0,0.0175,0,0,0,1,152,86712,0,0,0,0,200,21352,1000000000,1000000000,1000000000,1,1,6,6,6,1931,1,0,3,18032,0,0,85216,1,NE
1556730000,61,1,0,0.0233,0,0,0,1,192,116024,0,0,0,0,248,19176,1000000000,1000000000,1000000000,1,1,6,6,6,2096,1,0,3,17384,0,0,117912,1,NE
1556730180,61,1,0,0.0133,0,0,0,0,152,45480,0,0,0,0,200,22200,1000000000,1000000000,1000000000,1,1,6,6,6,2261,1,0,5,20120,0,0,45608,1,NE
1556730360,61,1,0,0.0147,0,0,0,0,160,66632,0,0,0,0,208,26816,1000000000,1000000000,1000000000,1,1,6,6,6,2425,1,0,4,24416,0,0,66968,1,NE
1556730540,61,1,0,0.0193,0,0,0,2,152,168136,0,0,0,0,216,13928,1000000000,1000000000,1000000000,1,1,6,6,6,2590,1,0,2,11944,0,0,168192,1,F
1556730720,61,1,0,0.0088,0,0,0,2,168,208424,0,0,0,0,216,21536,1000000000,1000000000,1000000000,1,1,6,6,6,2753,1,0,3,19040,0,0,208528,1,F
1556730900,61,1,0,0.0112,0,0,0,1,160,210240,0,0,0,0,184,17672,1000000000,1000000000,1000000000,1,1,6,6,6,2914,1,0,5,14776,0,0,210704,1,F
1556731080,61,1,0,0.0129,0,0,0,0,152,101880,0,0,0,0,216,18760,1000000000,1000000000,1000000000,1,1,6,6,6,3076,1,0,1,15136,0,0,101792,1,F
1556731260,61,1,0,0.0183,0,0,0,0,152,91296,0,0,0,0,200,8976,1000000000,1000000000,1000000000,1,1,6,6,6,3241,1,0,3,7576,0,0,91464,1,F
1556731440,61,1,0,0.0432,0,0,0,0,160,149064,0,0,0,0,208,10408,1000000000,1000000000,1000000000,1,1,6,6,6,3404,1,0,3,7584,0,0,149160,1,F
1556731620,61,1,0,0.0126,0,0,0,0,152,229552,0,0,0,0,200,15304,1000000000,1000000000,1000000000,1,1,6,6,6,3566,1,0,4,15624,0,0,229824,1,F
1556731800,61,1,0,0.0337,0,0,0,0,168,150328,0,0,0,0,216,15808,1000000000,1000000000,1000000000,1,1,6,6,6,3729,1,0,5,13808,0,0,150520,1,NE
1556731980,61,1,0,0.0133,0,0,0,1,184,156640,0,0,0,0,208,22120,1000000000,1000000000,1000000000,1,1,6,6,6,3894,1,0,8,20960,0,0,156792,1,NE
1556732160,62,1,0,0.0106,0,0,0,1,136,72480,0,0,0,0,216,37416,1000000000,1000000000,1000000000,1,1,6,6,6,4057,1,0,6,34168,0,0,72680,1,NE
1556732340,61,1,0,0.0178,0,0,0,1,176,88888,0,0,0,0,208,23704,1000000000,1000000000,1000000000,1,1,6,6,6,4218,1,0,4,20304,0,0,89328,1,NE
1556732520,61,1,0,0.0151,0,0,0,1,160,157024,0,0,0,0,200,19904,1000000000,1000000000,1000000000,1,1,6,6,6,4381,1,0,1,17184,0,0,157480,1,NE
1556732700,61,1,0,0.0425,0,0,0,1,152,83152,0,0,0,0,200,11392,1000000000,1000000000,1000000000,1,1,6,6,6,4548,1,0,6,10592,0,0,82920,1,NE
1556732880,61,1,0,0.0113,0,0,0,1,168,113928,0,0,0,0,200,9656,1000000000,1000000000,1000000000,1,1,6,6,6,4712,1,0,4,8128,0,0,112544,1,NE
1556733060,61,1,0,0.0268,0,0,0,0,152,67968,0,0,0,0,208,8936,1000000000,1000000000,1000000000,1,1,6,6,6,4876,1,0,1,8016,0,0,69496,1,NE
1556733240,61,1,0,0.0085,0,0,0,0,152,83464,0,0,0,0,200,14880,1000000000,1000000000,1000000000,1,1,6,6,6,5037,1,0,5,13856,0,0,83640,1,NE
1556733420,61,1,0,0.0147,0,0,0,0,160,61200,0,0,0,0,200,18136,1000000000,1000000000,1000000000,1,1,6,6,6,5199,1,0,8,17008,0,0,62368,1,NE
1556733600,61,1,0,0.0212,0,0,0,0,176,127768,0,0,0,0,208,7888,1000000000,1000000000,1000000000,1,1,6,6,6,5363,1,0,1,6976,0,0,127016,1,NE
1556733780,61,1,0,0.0429,0,0,0,0,152,187960,0,0,0,0,200,16704,1000000000,1000000000,1000000000,1,1,6,6,6,5523,1,0,1,14616,0,0,188072,1,NE
1556733960,61,1,0,0.0158,0,0,0,0,200,171432,0,0,0,0,240,3088,1000000000,1000000000,1000000000,1,1,6,6,6,5687,1,0,0,2096,0,0,171560,1,F
1556734140,61,1,0,0.0235,0,0,0,1,152,66144,0,0,0,0,208,1128,1000000000,1000000000,1000000000,1,1,6,6,6,5851,1,0,0,72,0,0,66336,1,F
1556734320,61,1,0,0.013,0,0,0,1,208,132576,0,0,0,0,264,13408,1000000000,1000000000,1000000000,1,1,6,6,6,6013,1,0,5,12304,0,0,129264,1,NE
1556734500,61,1,0,0.0317,0,0,0,1,176,142440,0,0,0,0,216,21784,1000000000,1000000000,1000000000,1,1,6,6,6,6174,1,0,11,20048,0,0,146296,1,NE
1556734680,61,1,0,0.0128,0,0,0,0,152,147896,0,0,0,0,208,15000,1000000000,1000000000,1000000000,1,1,6,6,6,6337,1,0,11,14152,0,0,148040,1,NE
