timestamp,range,ICMP_ping,ICMP_loss,ICMP_response_time,P_Inbound_packets_discarded,EX_Inbound_packets_discarded,P_Inbound_packets_with_errors,EX_Inbound_packets_with_errors,P_Bits_received,EX_Bits_received,P_Outbound_packets_discarded,EX_Outbound_packets_discarded,P_Outbound_packets_with_errors,EX_Outbound_packets_with_errors,P_Bits_sent,EX_Bits_sent,P_Speed,IN_Speed,EX_Speed,P_Operational_status,EX_Operational_status,P_Interface_type,IN_Interface_type,EX_Interface_type,Device_uptime,SNMP_availability,IN_Inbound_packets_discarded,IN_Inbound_packets_with_errors,IN_Bits_received,IN_Outbound_packets_discarded,IN_Outbound_packets_with_errors,IN_Bits_sent,IN_Operational_status,class
1556647380,140,1,0,0.0099,0,0,0,0,160,648,0,0,0,0,224,7296,1000000000,1000000000,1000000000,1,1,6,6,6,5165,1,0,5,6512,0,0,832,1,NE
1556647560,140,1,0,0.0073,0,0,0,0,176,336,0,0,0,0,232,1288,1000000000,1000000000,1000000000,1,1,6,6,6,5337,1,0,0,896,0,0,624,1,NE
1556647740,140,1,0,0.0112,0,0,0,0,160,480,0,0,0,0,208,1688,1000000000,1000000000,1000000000,1,1,6,6,6,5508,1,0,0,1152,0,0,648,1,NE
1556647920,140,1,0,0.008,0,0,0,0,176,55864,0,0,0,0,208,1104,1000000000,1000000000,1000000000,1,1,6,6,6,5678,1,0,0,864,0,0,57168,1,NE
1556648100,140,1,0,0.0114,0,0,0,0,160,1424,0,0,0,0,208,1112,1000000000,1000000000,1000000000,1,1,6,6,6,5849,1,0,0,672,0,0,648,1,NE
1556648280,140,1,0,0.0108,0,0,0,0,176,672,0,0,0,0,216,2488,1000000000,1000000000,1000000000,1,1,6,6,6,6021,1,0,0,2080,0,0,904,1,NE
1556648460,140,1,0,0.0083,0,0,0,0,176,81760,0,0,0,0,216,1344,1000000000,1000000000,1000000000,1,1,6,6,6,6188,1,0,0,848,0,0,82000,1,NE
1556648640,140,1,0,0.0224,0,0,0,0,168,368,0,0,0,0,232,4144,1000000000,1000000000,1000000000,1,1,6,6,6,6358,1,0,0,3768,0,0,576,1,NE
1556648820,140,1,0,0.0146,0,0,0,0,168,139848,0,0,0,0,216,9960,1000000000,1000000000,1000000000,1,1,6,6,6,6522,1,0,1,9360,0,0,140040,1,NE
1556649000,140,1,0,0.0144,0,0,0,0,160,552,0,0,0,0,208,6608,1000000000,1000000000,1000000000,1,1,6,6,6,6690,1,0,5,6344,0,0,752,1,NE
1556649180,140,1,0,0.0105,0,0,0,0,184,352,0,0,0,0,208,4592,1000000000,1000000000,1000000000,1,1,6,6,6,6861,1,0,2,4392,0,0,600,1,NE
1556649360,140,1,0,0.01,0,0,0,0,184,776,0,0,0,0,224,8016,1000000000,1000000000,1000000000,1,1,6,6,6,7030,1,0,5,7792,0,0,1072,1,NE
1556649540,140,1,0,0.0156,0,0,0,0,160,672,0,0,0,0,208,5480,1000000000,1000000000,1000000000,1,1,6,6,6,7201,1,0,5,5248,0,0,888,1,NE
1556649720,140,1,0,0.0083,0,0,0,0,160,784,0,0,0,0,200,2688,1000000000,1000000000,1000000000,1,1,6,6,6,7373,1,0,1,2304,0,0,1040,1,NE
1556649900,140,1,0,0.0104,0,0,0,0,160,74008,0,0,0,0,224,1264,1000000000,1000000000,1000000000,1,1,6,6,6,7543,1,0,0,800,0,0,74232,1,NE
1556650080,140,1,0,0.0071,0,0,0,0,168,432,0,0,0,0,208,1392,1000000000,1000000000,1000000000,1,1,6,6,6,7716,1,0,0,1000,0,0,648,1,NE
1556650260,140,1,0,0.0091,0,0,0,0,176,21656,0,0,0,0,208,1120,1000000000,1000000000,1000000000,1,1,6,6,6,7890,1,0,0,752,0,0,21880,1,NE
1556650440,140,1,0,0.0078,0,0,0,0,160,42864,0,0,0,0,208,1496,1000000000,1000000000,1000000000,1,1,6,6,6,8060,1,0,0,1056,0,0,43104,1,NE
1556650620,140,1,0,0.0082,0,0,0,0,176,67680,0,0,0,0,216,7616,1000000000,1000000000,1000000000,1,1,6,6,6,8228,1,0,0,7128,0,0,67920,1,NE
1556650800,140,1,0,0.0134,0,0,0,0,184,63200,0,0,0,0,232,4272,1000000000,1000000000,1000000000,1,1,6,6,6,8399,1,0,0,2736,0,0,63392,1,NE
1556650980,140,1,0,0.0096,0,0,0,0,168,464,0,0,0,0,232,2040,1000000000,1000000000,1000000000,1,1,6,6,6,8573,1,0,0,2168,0,0,744,1,NE
1556651160,140,1,0,0.0171,0,0,0,0,160,424,0,0,0,0,200,1336,1000000000,1000000000,1000000000,1,1,6,6,6,8747,1,0,0,1008,0,0,648,1,NE
1556651340,140,1,0,0.0097,0,0,0,0,216,512,0,0,0,0,240,1320,1000000000,1000000000,1000000000,1,1,6,6,6,8919,1,0,0,848,0,0,752,1,NE
1556651520,140,1,0,0.0085,0,0,0,0,168,408,0,0,0,0,216,1296,1000000000,1000000000,1000000000,1,1,6,6,6,9092,1,0,0,896,0,0,632,1,NE
1556651700,140,1,0,0.0158,0,0,0,0,152,81632,0,0,0,0,208,1264,1000000000,1000000000,1000000000,1,1,6,6,6,9262,1,0,0,840,0,0,81856,1,NE
1556651880,140,1,0,0.0086,0,0,0,0,168,544,0,0,0,0,208,1344,1000000000,1000000000,1000000000,1,1,6,6,6,9434,1,0,0,928,0,0,760,1,NE
1556652060,140,1,0,0.0292,0,0,0,0,184,384,0,0,0,0,224,1096,1000000000,1000000000,1000000000,1,1,6,6,6,9607,1,0,0,856,0,0,616,1,NE
1556652240,140,1,0,0.0084,0,0,0,0,160,62504,0,0,0,0,208,1272,1000000000,1000000000,1000000000,1,1,6,6,6,9777,1,0,0,768,0,0,62744,1,NE
1556652420,140,1,0,0.0089,0,0,0,0,160,488,0,0,0,0,208,4080,1000000000,1000000000,1000000000,1,1,6,6,6,9949,1,0,0,3600,0,0,736,1,NE
1556652600,140,1,0,0.0078,0,0,0,0,176,128072,0,0,0,0,216,4936,1000000000,1000000000,1000000000,1,1,6,6,6,10117,1,0,0,4440,0,0,128256,1,NE
1556652780,140,1,0,0.0066,0,0,0,0,160,328,0,0,0,0,208,1168,1000000000,1000000000,1000000000,1,1,6,6,6,10290,1,0,0,896,0,0,600,1,NE
1556652960,140,1,0,0.0129,0,0,0,0,184,600,0,0,0,0,232,1536,1000000000,1000000000,1000000000,1,1,6,6,6,10463,1,0,0,1024,0,0,792,1,NE
1556653140,140,1,0,0.0108,0,0,0,0,200,392,0,0,0,0,224,1072,1000000000,1000000000,1000000000,1,1,6,6,6,10636,1,0,0,832,0,0,680,1,NE
1556653320,140,1,0,0.0122,0,0,0,0,160,736,0,0,0,0,208,1360,1000000000,1000000000,1000000000,1,1,6,6,6,10810,1,0,0,1008,0,0,1008,1,NE
1556653500,140,1,0,0.0166,0,0,0,0,168,496,0,0,0,0,224,1440,1000000000,1000000000,1000000000,1,1,6,6,6,10984,1,0,0,1032,0,0,736,1,NE
1556653680,140,1,0,0.0135,0,0,0,0,160,62160,0,0,0,0,208,1168,1000000000,1000000000,1000000000,1,1,6,6,6,11155,1,0,0,688,0,0,62368,1,NE
1556653860,140,1,0,0.0108,0,0,0,0,160,360,0,0,0,0,208,1240,1000000000,1000000000,1000000000,1,1,6,6,6,11328,1,0,0,888,0,0,616,1,NE
1556654040,140,1,0,0.0088,0,0,0,0,160,584,0,0,0,0,208,1744,1000000000,1000000000,1000000000,1,1,6,6,6,11501,1,0,0,1208,0,0,824,1,NE
1556654220,140,1,0,0.0082,0,0,0,0,176,464,0,0,0,0,216,1208,1000000000,1000000000,1000000000,1,1,6,6,6,11673,1,0,0,808,0,0,704,1,NE
1556654400,140,1,0,0.012,0,0,0,0,168,368,0,0,0,0,208,1736,1000000000,1000000000,1000000000,1,1,6,6,6,11847,1,0,0,1304,0,0,592,1,NE
1556654580,140,1,0,0.0115,0,0,0,0,176,544,0,0,0,0,208,3112,1000000000,1000000000,1000000000,1,1,6,6,6,12020,1,0,0,2184,0,0,752,1,NE
1556654760,140,1,0,0.0124,0,0,0,2,176,149896,0,0,0,0,216,15904,1000000000,1000000000,1000000000,1,1,6,6,6,12182,1,0,0,12472,0,0,150016,1,NE
1556654940,140,1,0,0.0109,0,0,0,0,176,50464,0,0,0,0,224,31040,1000000000,1000000000,1000000000,1,1,6,6,6,12344,1,0,4,27640,0,0,50656,1,NE
1556655120,140,1,0,0.0183,0,0,0,0,176,1000,0,0,0,0,216,26344,1000000000,1000000000,1000000000,1,1,6,6,6,12506,1,0,5,22624,0,0,1224,1,NE
1556655300,140,1,0,0.0161,0,0,0,0,184,127336,0,0,0,0,240,18696,1000000000,1000000000,1000000000,1,1,6,6,6,12665,1,0,2,17048,0,0,127512,1,F
1556655480,140,1,0,0.0099,0,0,0,0,176,200,0,0,0,0,224,448,1000000000,1000000000,1000000000,1,1,6,6,6,12832,1,0,0,0,0,0,400,1,F
1556655660,140,1,0,0.0161,0,0,0,0,152,184,0,0,0,0,200,304,1000000000,1000000000,1000000000,1,1,6,6,6,13001,1,0,0,0,0,0,384,1,F
1556655840,140,1,0,0.0136,0,0,0,0,168,192,0,0,0,0,208,328,1000000000,1000000000,1000000000,1,1,6,6,6,13172,1,0,0,0,0,0,416,1,F
1556656020,140,1,0,0.0117,0,0,0,0,160,192,0,0,0,0,208,336,1000000000,1000000000,1000000000,1,1,6,6,6,13343,1,0,0,0,0,0,448,1,F
1556656200,140,1,0,0.0099,0,0,0,0,160,192,0,0,0,0,224,328,1000000000,1000000000,1000000000,1,1,6,6,6,13515,1,0,0,0,0,0,400,1,F
1556656380,140,1,0,0.0166,0,0,0,0,264,30264,0,0,0,0,304,912,1000000000,1000000000,1000000000,1,1,6,6,6,13685,1,0,0,552,0,0,30552,1,NE
1556656560,140,1,0,0.0096,0,0,0,1,160,150560,0,0,0,0,200,10776,1000000000,1000000000,1000000000,1,1,6,6,6,13847,1,0,0,5712,0,0,151480,1,NE
1556656740,140,1,0,0.0149,0,0,0,0,152,71688,0,0,0,0,200,40976,1000000000,1000000000,1000000000,1,1,6,6,6,14013,1,0,5,36152,0,0,71096,1,NE
1556656920,140,1,0,0.0316,0,0,0,0,152,10584,0,0,0,0,200,36384,1000000000,1000000000,1000000000,1,1,6,6,6,14176,1,0,9,31600,0,0,11536,1,NE
1556657100,140,1,0,0.0123,0,0,0,1,176,156176,0,0,0,0,200,20672,1000000000,1000000000,1000000000,1,1,6,6,6,14338,1,0,7,16264,0,0,155568,1,NE
1556657280,140,1,0,0.0104,0,0,0,1,160,216952,0,0,0,0,224,8368,1000000000,1000000000,1000000000,1,1,6,6,6,14502,1,0,4,5624,0,0,210072,1,NE
1556657460,140,1,0,0.0225,0,0,0,2,176,209248,0,0,0,0,208,14232,1000000000,1000000000,1000000000,1,1,6,6,6,14664,1,0,4,12688,0,0,216368,1,NE
1556657640,140,1,0,0.0141,0,0,0,3,160,222736,0,0,0,0,200,15528,1000000000,1000000000,1000000000,1,1,6,6,6,14826,1,0,3,12704,0,0,217328,1,NE
1556657820,140,1,0,0.013,0,0,0,0,136,96320,0,0,0,0,200,22448,1000000000,1000000000,1000000000,1,1,6,6,6,14988,1,0,2,20480,0,0,101912,1,NE
1556658000,140,1,0,0.0106,0,0,0,0,160,3128,0,0,0,0,200,4032,1000000000,1000000000,1000000000,1,1,6,6,6,15154,1,0,0,3008,0,0,3424,1,NE
1556658180,140,1,0,0.0203,0,0,0,0,192,728,0,0,0,0,216,4160,1000000000,1000000000,1000000000,1,1,6,6,6,15322,1,0,0,2880,0,0,896,1,NE
1556658360,140,1,0,0.075,0,0,0,0,168,67472,0,0,0,0,208,9880,1000000000,1000000000,1000000000,1,1,6,6,6,15483,1,0,0,8880,0,0,67680,1,NE
1556658540,140,1,0,0.015,0,0,0,0,160,153784,0,0,0,0,208,22552,1000000000,1000000000,1000000000,1,1,6,6,6,15642,1,0,5,20928,0,0,153960,1,NE
1556658720,140,1,0,0.0119,0,0,0,0,152,278464,0,0,0,0,192,19000,1000000000,1000000000,1000000000,1,1,6,6,6,15802,1,0,5,15672,0,0,274104,1,NE
1556658900,140,1,0,0.0106,0,0,0,1,160,141840,0,0,0,0,200,27536,1000000000,1000000000,1000000000,1,1,6,6,6,15963,1,0,3,24344,0,0,146544,1,NE
1556659080,140,1,0,0.0179,0,0,0,4,152,308936,0,0,0,0,200,11648,1000000000,1000000000,1000000000,1,1,6,6,6,16125,1,0,0,9000,0,0,306432,1,NE
1556659260,140,1,0,0.0152,0,0,0,2,168,241128,0,0,0,0,200,9000,1000000000,1000000000,1000000000,1,1,6,6,6,16285,1,0,0,6736,0,0,241080,1,NE
1556659440,140,1,0,0.0353,0,0,0,2,168,205728,0,0,0,0,216,23312,1000000000,1000000000,1000000000,1,1,6,6,6,16447,1,0,2,20216,0,0,208512,1,NE
1556659620,140,1,0,0.0084,0,0,0,1,160,293112,0,0,0,0,200,5096,1000000000,1000000000,1000000000,1,1,6,6,6,16609,1,0,0,3080,0,0,293232,1,NE
1556659800,140,1,0,0.0114,0,0,0,3,152,213592,0,0,0,0,200,5608,1000000000,1000000000,1000000000,1,1,6,6,6,16770,1,0,0,3528,0,0,213648,1,NE
1556659980,140,1,0,0.0095,0,0,0,2,184,167136,0,0,0,0,200,27976,1000000000,1000000000,1000000000,1,1,6,6,6,16930,1,0,1,24896,0,0,169152,1,NE
1556660160,140,1,0,0.03,0,0,0,5,184,202616,0,0,0,0,224,12744,1000000000,1000000000,1000000000,1,1,6,6,6,17091,1,0,0,10136,0,0,196872,1,F
1556660340,140,1,0,0.009,0,0,0,4,176,214280,0,0,0,0,232,9504,1000000000,1000000000,1000000000,1,1,6,6,6,17250,1,0,0,6408,0,0,218056,1,F
1556660520,140,1,0,0.0159,0,0,0,3,160,163816,0,0,0,0,200,13184,1000000000,1000000000,1000000000,1,1,6,6,6,17411,1,0,0,8360,0,0,163864,1,F
1556660700,140,1,0,0.0092,0,0,0,1,184,130736,0,0,0,0,216,17240,1000000000,1000000000,1000000000,1,1,6,6,6,17572,1,0,1,14016,0,0,130896,1,F
1556660880,140,1,0,0.0392,0,0,0,0,160,2576,0,0,0,0,208,13680,1000000000,1000000000,1000000000,1,1,6,6,6,17736,1,0,3,12368,0,0,2696,1,F
1556661060,140,1,0,0.0223,0,0,0,0,152,2464,0,0,0,0,200,33416,1000000000,1000000000,1000000000,1,1,6,6,6,17899,1,0,8,31824,0,0,2768,1,F
1556661240,140,1,0,0.01,0,0,0,0,160,4296,0,0,0,0,208,23944,1000000000,1000000000,1000000000,1,1,6,6,6,18064,1,0,9,21120,0,0,4536,1,F
1556661420,140,1,0,0.0114,0,0,0,1,160,69648,0,0,0,0,200,4960,1000000000,1000000000,1000000000,1,1,6,6,6,18230,1,0,0,3752,0,0,69784,1,NE
1556661600,140,1,0,0.0116,0,0,0,1,192,61896,0,0,0,0,216,4000,1000000000,1000000000,1000000000,1,1,6,6,6,18396,1,0,0,4816,0,0,62568,1,NE
1556661780,140,1,0,0.012,0,0,0,1,160,223008,0,0,0,0,200,9616,1000000000,1000000000,1000000000,1,1,6,6,6,18555,1,0,0,4600,0,0,222800,1,NE
1556661960,140,1,0,0.0176,0,0,0,1,152,9744,0,0,0,0,200,25648,1000000000,1000000000,1000000000,1,1,6,6,6,18718,1,0,10,24304,0,0,9744,1,NE
1556662140,140,1,0,0.0215,0,0,0,2,160,85288,0,0,0,0,200,7896,1000000000,1000000000,1000000000,1,1,6,6,6,18883,1,0,1,5152,0,0,89976,1,NE
1556662320,140,1,0,0.0216,0,0,0,2,152,178480,0,0,0,0,200,11848,1000000000,1000000000,1000000000,1,1,6,6,6,19044,1,0,3,10264,0,0,173904,1,F
1556662500,140,1,0,0.022,0,0,0,0,184,32592,0,0,0,0,232,18480,1000000000,1000000000,1000000000,1,1,6,6,6,19210,1,0,6,16544,0,0,32784,1,F
1556662680,140,1,0,0.0139,0,0,0,1,168,109496,0,0,0,0,192,36576,1000000000,1000000000,1000000000,1,1,6,6,6,19371,1,0,6,32544,0,0,109648,1,F
1556662860,140,1,0,0.0211,0,0,0,3,232,232296,0,0,0,0,504,5392,1000000000,1000000000,1000000000,1,1,6,6,6,19529,1,0,0,2880,0,0,232160,1,NE
1556663040,140,1,0,0.0102,0,0,0,2,152,288664,0,0,0,0,200,21304,1000000000,1000000000,1000000000,1,1,6,6,6,19686,1,0,1,18424,0,0,287072,1,NE
1556663220,140,1,0,0.0234,0,0,0,0,160,139360,0,0,0,0,208,26232,1000000000,1000000000,1000000000,1,1,6,6,6,19847,1,0,3,22776,0,0,141256,1,NE
1556663400,140,1,0,0.0173,0,0,0,1,160,157424,0,0,0,0,192,19528,1000000000,1000000000,1000000000,1,1,6,6,6,20006,1,0,2,16960,0,0,156472,1,NE
1556663580,140,1,0,0.023,0,0,0,2,160,177960,0,0,0,0,192,20984,1000000000,1000000000,1000000000,1,1,6,6,6,20164,1,0,10,18944,0,0,184448,1,NE
1556663760,139,1,666.667,0.0376,0,0,0,2,160,149464,0,0,0,0,200,11136,1000000000,1000000000,1000000000,1,1,6,6,6,20304,1,0,2,7760,0,0,144296,1,NE
1556729280,40,1,0,0.0135,0,0,0,1,152,195440,0,0,0,0,200,23320,1000000000,1000000000,1000000000,1,1,6,6,6,1410,1,0,1,17704,0,0,195576,1,NE
1556729460,40,1,0,0.0095,0,0,0,4,160,300840,0,0,0,0,200,20192,1000000000,1000000000,1000000000,1,1,6,6,6,1570,1,0,1,14272,0,0,300128,1,NE
1556729640,40,1,0,0.0117,0,0,0,3,152,242936,0,0,0,0,200,17536,1000000000,1000000000,1000000000,1,1,6,6,6,1730,1,0,1,12344,0,0,245680,1,NE
1556729820,40,1,0,0.0304,0,0,0,0,152,215616,0,0,0,0,200,23528,1000000000,1000000000,1000000000,1,1,6,6,6,1892,1,0,5,18512,0,0,210616,1,NE
1556730000,40,1,0,0.0272,0,0,0,0,200,153128,0,0,0,0,240,18768,1000000000,1000000000,1000000000,1,1,6,6,6,2057,1,0,6,17520,0,0,160904,1,NE
1556730180,40,1,0,0.017,0,0,0,1,152,313296,0,0,0,0,200,10488,1000000000,1000000000,1000000000,1,1,6,6,6,2217,1,0,2,7256,0,0,309064,1,NE
1556730360,40,1,0,0.0157,0,0,0,1,168,214232,0,0,0,0,200,20224,1000000000,1000000000,1000000000,1,1,6,6,6,2377,1,0,3,16000,0,0,214368,1,NE
1556730540,40,1,0,0.0118,0,0,0,0,176,86616,0,0,0,0,200,24176,1000000000,1000000000,1000000000,1,1,6,6,6,2543,1,0,10,23128,0,0,86896,1,F
1556730720,40,1,0,0.0257,0,0,0,1,176,45592,0,0,0,0,216,26576,1000000000,1000000000,1000000000,1,1,6,6,6,2706,1,0,13,23488,0,0,45688,1,F
1556730900,40,1,0,0.0126,0,0,0,1,160,125984,0,0,0,0,224,29096,1000000000,1000000000,1000000000,1,1,6,6,6,2868,1,0,6,24936,0,0,122568,1,F
1556731080,40,1,0,0.0091,0,0,0,1,152,252992,0,0,0,0,176,32976,1000000000,1000000000,1000000000,1,1,6,6,6,3027,1,0,3,27840,0,0,249648,1,F
1556731260,41,1,0,0.0157,0,0,0,0,160,255200,0,0,0,0,200,26912,1000000000,1000000000,1000000000,1,1,6,6,6,3187,1,0,6,24320,0,0,262448,1,F
1556731440,40,1,0,0.0121,0,0,0,0,160,146536,0,0,0,0,200,14640,1000000000,1000000000,1000000000,1,1,6,6,6,3348,1,0,7,13128,0,0,147712,1,F
1556731620,40,1,0,0.0074,0,0,0,1,152,99344,0,0,0,0,200,10192,1000000000,1000000000,1000000000,1,1,6,6,6,3512,1,0,6,9072,0,0,98504,1,F
1556731800,40,1,0,0.0124,0,0,0,1,184,132792,0,0,0,0,232,31872,1000000000,1000000000,1000000000,1,1,6,6,6,3675,1,0,6,28824,0,0,132976,1,NE
1556731980,40,1,0,0.012,0,0,0,1,160,170752,0,0,0,0,200,16888,1000000000,1000000000,1000000000,1,1,6,6,6,3838,1,0,8,15312,0,0,171720,1,NE
1556732160,41,1,0,0.02,0,0,0,1,168,269320,0,0,0,0,184,17776,1000000000,1000000000,1000000000,1,1,6,6,6,3997,1,0,4,14128,0,0,268608,1,NE
1556732340,40,1,0,0.0233,0,0,0,1,168,141880,0,0,0,0,208,21624,1000000000,1000000000,1000000000,1,1,6,6,6,4158,1,0,4,17192,0,0,142008,1,NE
1556732520,40,1,0,0.013,0,0,0,0,152,107328,0,0,0,0,200,27144,1000000000,1000000000,1000000000,1,1,6,6,6,4322,1,0,8,23616,0,0,108688,1,NE
1556732700,40,1,0,0.0181,0,0,0,0,152,133152,0,0,0,0,200,13160,1000000000,1000000000,1000000000,1,1,6,6,6,4490,1,0,5,11736,0,0,132192,1,NE
1556732880,40,1,0,0.01,0,0,0,0,160,96728,0,0,0,0,208,13896,1000000000,1000000000,1000000000,1,1,6,6,6,4655,1,0,6,12272,0,0,96920,1,NE
1556733060,40,1,0,0.0648,0,0,0,0,160,150520,0,0,0,0,200,16736,1000000000,1000000000,1000000000,1,1,6,6,6,4818,1,0,4,15344,0,0,150656,1,NE
1556733240,41,1,0,0.0174,0,0,0,1,152,142736,0,0,0,0,208,12448,1000000000,1000000000,1000000000,1,1,6,6,6,4981,1,0,5,11104,0,0,142648,1,NE
1556733420,40,1,0,0.026,0,0,0,1,160,181656,0,0,0,0,200,13200,1000000000,1000000000,1000000000,1,1,6,6,6,5141,1,0,3,11696,0,0,182016,1,NE
1556733600,41,1,0,0.0216,0,0,0,0,168,231936,0,0,0,0,216,28464,1000000000,1000000000,1000000000,1,1,6,6,6,5301,1,0,5,26736,0,0,232104,1,NE
1556733780,40,1,0,0.0097,0,0,0,0,152,161016,0,0,0,0,200,19080,1000000000,1000000000,1000000000,1,1,6,6,6,5462,1,0,8,16224,0,0,161392,1,NE
1556733960,41,1,0,0.0112,0,0,0,0,192,68920,0,0,0,0,240,27104,1000000000,1000000000,1000000000,1,1,6,6,6,5626,1,0,9,23968,0,0,67896,1,F
1556734140,40,1,0,0.0109,0,0,0,1,160,113336,0,0,0,0,200,30952,1000000000,1000000000,1000000000,1,1,6,6,6,5789,1,0,8,29976,0,0,114480,1,F
1556734320,40,1,0,0.013,0,0,0,2,224,113968,0,0,0,0,256,21704,1000000000,1000000000,1000000000,1,1,6,6,6,5950,1,0,8,19544,0,0,114152,1,NE
